item_code,order_frequency,total_quantity,abc_class
14701013001,1,3,C
14721916001,1,1,C
12001015001,1,1,C
12020166001,1,2,C
12103021001,1,3,C
12000219001,1,1,C
12000275001,1,1,C
10031909001,1,24,C
12000213001,1,2,C
12000212001,1,1,C
14852006001,1,6,C
12001018001,1,1,C
12020219001,1,2,C
11061027001,1,1,C
12000396001,1,1,C
11074009001,1,1,C
12034172001,1,1,C
12022062001,1,1,C
11103347001,1,1,C
35301020001,1,4,C
35301023001,1,6,C
12022100001,1,2,C
35302038001,1,3,C
11103334001,1,1,C
35306002001,1,1,C
12022081001,1,1,C
35307905001,1,2,C
35307910001,1,3,C
12022079001,1,1,C
12022070001,1,3,C
11103331001,1,2,C
11070046001,1,6,C
41223061001,1,1,C
12022030001,1,1,C
11103312001,1,1,C
12022027001,1,2,C
41101027001,1,1,C
12022008001,1,1,C
41212038001,1,1,C
12022005001,1,1,C
41212906001,1,1,C
12021993001,1,5,C
41220010001,1,1,C
11103297001,1,1,C
41221036001,1,1,C
41223049001,1,1,C
12022114001,1,2,C
12022127001,1,1,C
12022128001,1,1,C
12022137001,1,1,C
32503035001,1,1,C
32503040003,1,1,C
32503044001,1,1,C
11103123001,1,1,C
11103388001,1,2,C
12023039001,1,1,C
12023022001,1,1,C
10002911001,1,6,C
32510002001,1,6,C
11103371001,1,1,C
32511021001,1,1,C
12023011001,1,10,C
32514005001,1,1,C
12022275001,1,1,C
12022265001,1,4,C
32517009001,1,5,C
12022224001,1,1,C
32524007001,1,1,C
32524032001,1,1,C
32526020001,1,1,C
11103361001,1,5,C
12022167001,1,1,C
34123005001,1,2,C
34511006001,1,2,C
34511012001,1,1,C
34511028001,1,1,C
34511038001,1,2,C
41223060001,1,2,C
41223062001,1,1,C
32503007004,1,1,C
61037010003,1,1,C
12021020001,1,1,C
12020979001,1,1,C
41534006001,1,1,C
41601014001,1,1,C
41601020001,1,1,C
12020418001,1,2,C
42607128001,1,1,C
42613021001,1,3,C
11071011001,1,1,C
42616037001,1,1,C
12020957001,1,1,C
12020956001,1,1,C
12020955001,1,1,C
12020952001,1,1,C
11103296001,1,1,C
11103241001,1,1,C
61063005002,1,5,C
11103238001,1,1,C
11103229001,1,1,C
11103212001,1,1,C
12020929001,1,1,C
11070054001,1,1,C
61080025003,1,2,C
11103183001,1,1,C
65011150001,1,1,C
65090016001,1,1,C
11103187001,1,6,C
65110183002,1,1,C
41522079001,1,1,C
41521080001,1,1,C
41521077001,1,1,C
41422018001,1,1,C
41244001001,1,1,C
41301002001,1,1,C
41302901001,1,1,C
41303054001,1,1,C
11103290001,1,1,C
11103139002,1,1,C
12020404001,1,2,C
11103142001,1,1,C
41401014001,1,1,C
41401022001,1,1,C
12021069001,1,1,C
41401051001,1,1,C
41401058001,1,1,C
12021064001,1,1,C
41401080001,1,1,C
41401094001,1,1,C
41414004001,1,1,C
11103274001,1,1,C
41417001001,1,1,C
12021052001,1,2,C
41420006001,1,1,C
12021045001,1,2,C
41420043001,1,1,C
12021044001,1,1,C
41420049001,1,1,C
41421001001,1,1,C
12021042001,1,1,C
32503008003,1,1,C
32503007003,1,1,C
12034171001,1,1,C
12032524001,1,1,C
12034055001,1,1,C
31260001001,1,1,C
31264013001,1,1,C
11070042001,1,6,C
12000053001,1,1,C
31270006001,1,2,C
12000044001,1,1,C
10014112001,1,12,C
12033189001,1,1,C
12103126001,1,2,C
12000022001,1,1,C
10014069001,1,6,C
12000020001,1,1,C
12020328001,1,1,C
11112015001,1,1,C
12000013001,1,2,C
12020332001,1,2,C
12020341001,1,2,C
11103079002,1,1,C
10014055001,1,24,C
11103082001,1,1,C
12020342001,1,2,C
12032101001,1,1,C
11112017001,1,1,C
12032076001,1,1,C
10014046001,1,12,C
12032072001,1,1,C
12032043007,1,1,C
12034063001,1,2,C
12000054001,1,1,C
10014127001,1,3,C
31251002001,1,1,C
10016018001,1,24,C
11103063001,1,2,C
12034167001,1,1,C
12034126001,1,1,C
30045078002,1,10,C
30045079001,1,4,C
30052112001,1,2,C
12034103001,1,2,C
30071044001,1,1,C
30071047001,1,1,C
12000092001,1,2,C
30071053001,1,1,C
12000090001,1,1,C
12000082001,1,1,C
30073022001,1,1,C
12020283001,1,1,C
12000075001,1,1,C
11070040001,1,6,C
12000071001,1,1,C
12020284001,1,1,C
31175002001,1,1,C
12034087001,1,1,C
31215012001,1,3,C
31226017001,1,3,C
12020312001,1,1,C
12000064001,1,1,C
12034073001,1,2,C
12032035001,1,1,C
10014043001,1,12,C
32503007002,1,1,C
12023184001,1,1,C
12023263001,1,3,C
11103110001,1,1,C
11110053001,1,2,C
31812025001,1,1,C
10010023001,1,6,C
12023225001,1,1,C
31856016002,1,1,C
12023202001,1,8,C
11110032001,1,4,C
11110031002,1,4,C
12023195001,1,2,C
12023189001,1,1,C
32420004001,1,2,C
32420015001,1,1,C
11112008001,1,1,C
12023125001,1,1,C
12023115001,1,1,C
12023103001,1,2,C
11110020001,1,1,C
12023094001,1,2,C
32431067001,1,1,C
32440140001,1,1,C
12023093001,1,1,C
32470079001,1,1,C
11110012001,1,1,C
32500012001,1,3,C
12023079001,1,2,C
10010001001,1,6,C
12023265001,1,1,C
31753028001,1,2,C
31732897001,1,1,C
11110063001,1,1,C
31530106001,1,1,C
31531171001,1,10,C
11112005001,1,1,C
12031127001,1,2,C
10014027001,1,24,C
12031016001,1,1,C
31533084001,1,2,C
12030992001,1,1,C
31533211001,1,1,C
12030737001,1,1,C
11110101001,1,2,C
11110100001,1,2,C
12030040001,1,1,C
12030001001,1,1,C
31567060001,1,2,C
12023393001,1,1,C
31580049002,1,2,C
12023332001,1,2,C
31602030001,1,1,C
31602031001,1,1,C
12023330001,1,4,C
10014001001,1,6,C
31623901001,1,1,C
12023278001,1,2,C
11110075001,1,1,C
12023273001,1,5,C
31707941001,1,4,C
10014075001,1,6,C
14615025001,1,1,C
12103127001,1,2,C
12010140001,1,6,C
14244077001,1,6,C
14244087001,1,2,C
12010122001,1,1,C
12130084001,1,1,C
12011470001,1,1,C
12011479001,1,1,C
12011487001,1,8,C
12011488001,1,2,C
11075006001,1,1,C
12010102001,1,1,C
14303012001,1,2,C
11030079002,1,1,C
12010098001,1,1,C
12010097001,1,7,C
12010096001,1,1,C
12010095001,1,1,C
12125005001,1,1,C
11030049001,1,1,C
14304014001,1,1,C
12123151001,1,1,C
11030048001,1,1,C
12010082001,1,1,C
14304084001,1,1,C
12012003001,1,1,C
11075012001,1,1,C
14304301001,1,1,C
14304302001,1,1,C
12140011001,1,1,C
11050050001,1,2,C
11030207003,1,1,C
14244024001,1,1,C
14241001001,1,1,C
12151103001,1,1,C
14241036001,1,1,C
12151100001,1,1,C
14241039001,1,1,C
12151099001,1,1,C
11050019001,1,1,C
12010180001,1,2,C
11072906001,1,1,C
14242128001,1,1,C
14242137001,1,4,C
14242169001,1,12,C
12011452001,1,2,C
12010175001,1,1,C
12151018001,1,1,C
12010156001,1,1,C
11030198001,1,1,C
12151006001,1,1,C
14243076001,1,5,C
11030196002,1,1,C
12010148001,1,1,C
12010147001,1,2,C
14243130001,1,3,C
14243131001,1,2,C
14243147001,1,3,C
14243152001,1,1,C
11030183001,1,1,C
14304303001,1,1,C
11050055001,1,1,C
12123123001,1,2,C
11075039001,1,1,C
12005109003,1,1,C
12005108006,1,2,C
11072033001,1,2,C
12012118001,1,1,C
12005107007,1,2,C
12012119001,1,1,C
14312012001,1,1,C
12005107006,1,2,C
12005107003,1,6,C
12005092009,1,1,C
12005092002,1,1,C
11022077001,1,1,C
11022075001,1,1,C
12005089004,1,1,C
12122037001,1,2,C
12012143001,1,1,C
11022068001,1,1,C
12005084009,1,3,C
14315001001,1,1,C
14320006001,1,12,C
12005084005,1,1,C
12005084002,1,1,C
12005084001,1,2,C
12005083002,1,3,C
12122017001,1,6,C
12005082013,1,2,C
14331021001,1,4,C
12006001001,1,1,C
14311189001,1,3,C
12123021001,1,8,C
12012048001,1,1,C
12010058001,1,9,C
12012008001,1,1,C
11030028004,1,1,C
12012012001,1,1,C
11076004001,1,12,C
11030028003,1,1,C
14310061001,1,1,C
12123105001,1,6,C
14310096001,1,1,C
14310101001,1,1,C
11030016002,1,1,C
12012046001,1,1,C
12012054001,1,1,C
12012086001,1,2,C
12010003001,1,1,C
12006144001,1,1,C
14311015001,1,4,C
12006135001,1,2,C
12123052001,1,1,C
14311033001,1,1,C
12123044001,1,2,C
12006067001,1,1,C
12006059001,1,1,C
12012059001,1,1,C
12006020001,1,3,C
11030012002,1,1,C
12010194001,1,1,C
11030234001,1,1,C
11072019001,1,1,C
11040059001,1,1,C
14023250001,1,1,C
12322057001,1,1,C
11040032001,1,2,C
12321135001,1,1,C
12320188001,1,1,C
11040029001,1,1,C
14104028001,1,1,C
12011281001,1,2,C
12011173001,1,2,C
12011292001,1,1,C
12011142001,1,1,C
12302047001,1,1,C
12011140001,1,1,C
14111048001,1,1,C
14111053001,1,24,C
14111078001,1,1,C
12011293001,1,1,C
12234934001,1,1,C
12234921001,1,1,C
14121025001,1,1,C
12234916001,1,2,C
12011123001,1,1,C
11032229001,1,10,C
11073899001,1,2,C
12011122001,1,1,C
11074040001,1,2,C
11032225001,1,2,C
14023181001,1,3,C
12323111001,1,1,C
14226167001,1,1,C
14022098001,1,2,C
11041032001,1,1,C
12343304001,1,1,C
12344036001,1,2,C
12327058001,1,1,C
12011248001,1,2,C
12327051001,1,1,C
11074004001,1,1,C
12327046001,1,2,C
12327028001,1,24,C
12327022001,1,1,C
12327020001,1,3,C
12327018001,1,24,C
14002006001,1,12,C
12011274001,1,1,C
11041018001,1,1,C
12327015001,1,1,C
14002032001,1,1,C
12327014001,1,1,C
14010039001,1,15,C
12011204001,1,1,C
12326121001,1,3,C
12011195001,1,1,C
12326005001,1,1,C
12326002001,1,2,C
12325186001,1,1,C
11040061001,1,1,C
12323204001,1,1,C
11032219001,1,1,C
11073898001,1,1,C
12234005001,1,1,C
12233019001,1,1,C
12011009001,1,8,C
11031908001,1,1,C
14222009001,1,10,C
12011387001,1,1,C
12011006001,1,2,C
14222069001,1,1,C
12201108001,1,1,C
14222121001,1,1,C
12201096001,1,20,C
12201061001,1,12,C
12201006001,1,24,C
12010261001,1,6,C
14225008001,1,1,C
12010249001,1,6,C
11073001001,1,1,C
12011405001,1,2,C
11031027001,1,2,C
12010221001,1,1,C
12010214001,1,1,C
12152058001,1,1,C
14225934001,1,1,C
12010206001,1,2,C
11031021001,1,2,C
11031011002,1,1,C
11031005001,1,1,C
11031002001,1,5,C
11031001001,1,2,C
11074060003,1,6,C
11031908002,1,1,C
12011358001,1,1,C
12011346001,1,1,C
11032011001,1,3,C
14203066001,1,2,C
12011098001,1,2,C
12232010001,1,2,C
12232001001,1,1,C
12230006001,1,1,C
11074043001,1,1,C
12011093001,1,2,C
11043023001,1,1,C
12011335001,1,1,C
11074045002,1,1,C
12011342001,1,1,C
11074052001,1,1,C
12011019001,1,1,C
11073032001,1,2,C
12011047001,1,1,C
12011039001,1,1,C
12011038001,1,1,C
11073002002,1,1,C
11031918001,1,1,C
11074060002,1,6,C
11031915001,1,1,C
12011357001,1,1,C
14210216001,1,1,C
14210286001,1,1,C
12011024001,1,2,C
11050091001,1,1,C
12012165001,1,1,C
14632019001,1,2,C
12002119001,1,2,C
11051057001,1,2,C
14603001001,1,1,C
14603013001,1,2,C
14603116001,1,1,C
11051899001,1,1,C
11101009001,1,6,C
12002096001,1,1,C
10041069001,1,12,C
12105036001,1,2,C
12002090001,1,1,C
12105027001,1,1,C
12105026001,1,1,C
14604117001,1,1,C
14604119001,1,1,C
12002075001,1,1,C
14604255001,1,1,C
12017037001,1,2,C
14604257001,1,2,C
11101013001,1,1,C
12105019001,1,4,C
12105017001,1,1,C
14612039001,1,1,C
12017039001,1,1,C
12002057001,1,1,C
14612922001,1,1,C
10041036001,1,24,C
12002042001,1,1,C
10041076001,1,1,C
14602101001,1,1,C
12016102001,1,1,C
12016999001,1,1,C
14522044001,1,1,C
12003031001,1,1,C
14523101001,1,1,C
12003030001,1,1,C
12106047001,1,1,C
10052046001,1,2,C
12003014001,1,1,C
14600041001,1,2,C
11051030001,1,1,C
14601012001,1,1,C
12106034001,1,1,C
11100111001,1,1,C
12003003001,1,4,C
14602013001,1,18,C
14602024001,1,1,C
12002996001,1,1,C
14602033001,1,1,C
11101002001,1,2,C
12016126001,1,1,C
12106005001,1,1,C
10041087001,1,24,C
12002158001,1,1,C
14602085001,1,1,C
14602086001,1,2,C
14602093001,1,1,C
14602097001,1,1,C
12002127001,1,1,C
10041014001,1,24,C
12105002001,1,1,C
14615020001,1,1,C
12002036001,1,1,C
12001092001,1,1,C
12001091001,1,1,C
14620088001,1,1,C
12104005001,1,1,C
14620124001,1,5,C
14620168001,1,1,C
14620170001,1,1,C
11072004001,1,2,C
12001085001,1,1,C
12020021001,1,10,C
12103179001,1,1,C
12001081001,1,1,C
12103156001,1,2,C
14621062001,1,1,C
12001078001,1,4,C
12103154001,1,8,C
12001076001,1,1,C
12001071001,1,1,C
14631042001,1,1,C
14631054001,1,1,C
11102010001,1,3,C
12103147001,1,2,C
12103146001,1,1,C
12001065001,1,1,C
12103139001,1,2,C
12103135001,1,2,C
14632007001,1,2,C
12001093001,1,1,C
12001110001,1,1,C
12104006001,1,1,C
10040078001,1,20,C
12002030001,1,1,C
12020008001,1,2,C
14615047001,1,1,C
14615059001,1,1,C
10040089001,1,20,C
11101018001,1,1,C
14615076001,1,1,C
12104047001,1,1,C
12020011001,1,1,C
10040080001,1,20,C
12002009001,1,1,C
14616037001,1,1,C
12104040001,1,1,C
10040069001,1,24,C
12104034001,1,1,C
14616053001,1,4,C
10040072001,1,24,C
14616075001,1,5,C
12104027001,1,1,C
12002002001,1,1,C
14620022001,1,4,C
12001114001,1,3,C
12020018001,1,1,C
14620033001,1,2,C
12104012001,1,1,C
14620035001,1,1,C
12003035001,1,1,C
12003043001,1,2,C
11022021001,1,2,C
12013050001,1,2,C
12005015004,1,1,C
11021019001,1,1,C
12005015003,1,2,C
12120080001,1,2,C
12005015001,1,1,C
12013052001,1,2,C
12013055001,1,2,C
12005009008,1,1,C
12014022001,1,2,C
11021011001,1,1,C
12005007001,1,1,C
14361122001,1,1,C
12005003005,1,1,C
12120065001,1,3,C
12014025001,1,1,C
14362033001,1,12,C
12120048001,1,2,C
11050134001,1,2,C
12120043001,1,4,C
12005002004,1,2,C
14370073001,1,3,C
12120040001,1,2,C
11072013001,1,1,C
14403105001,1,1,C
12004218001,1,2,C
12004193001,1,1,C
12004188001,1,5,C
12005015006,1,1,C
14353030001,1,1,C
14521019001,1,1,C
11050111001,1,3,C
12005082008,1,1,C
11050095001,1,1,C
14333004001,1,2,C
12012171001,1,1,C
11050104001,1,1,C
11021096001,1,2,C
11021095001,1,2,C
12012173001,1,1,C
14342012001,1,6,C
12005072013,1,1,C
12012929001,1,1,C
14351001001,1,1,C
12005072005,1,1,C
12005072003,1,2,C
11021059002,1,1,C
11021051002,1,2,C
11076926001,1,5,C
11021046001,1,1,C
12005019005,1,2,C
11021043001,1,1,C
12013034001,1,2,C
12120090001,1,2,C
14353009001,1,1,C
12013048001,1,2,C
12120087001,1,4,C
11021027001,1,2,C
12005015008,1,1,C
14411901001,1,1,C
12004171001,1,1,C
14501905001,1,1,C
14501930001,1,1,C
12106109002,1,1,C
12016072001,1,3,C
12003100001,1,1,C
12003085001,1,2,C
11051016001,1,2,C
12106085001,1,1,C
14509021001,1,17,C
14509025001,1,1,C
14509035001,1,26,C
14509037001,1,1,C
14510031001,1,3,C
14510121001,1,3,C
12016096001,1,1,C
14510194001,1,2,C
12106068001,1,1,C
12106066001,1,1,C
12003065001,1,1,C
12003064001,1,1,C
12003063001,1,1,C
12003058001,1,2,C
14510290001,1,1,C
10904899001,1,1,C
12003056001,1,1,C
10904021001,1,3,C
10904008001,1,1,C
12003051001,1,1,C
12003046001,1,1,C
12016070001,1,1,C
14506386001,1,1,C
12003117001,1,1,C
12111010004,1,1,C
14502044001,1,5,C
12004165001,1,1,C
12004095001,1,1,C
12004063001,1,1,C
11010052001,1,2,C
12016009001,1,6,C
12004053001,1,2,C
12120002001,1,2,C
12004046001,1,2,C
14505102001,1,10,C
11010038001,1,1,C
12111034001,1,4,C
14506006001,1,2,C
12003126001,1,2,C
14506012001,1,2,C
12111003001,1,1,C
14506025001,1,5,C
14506031001,1,1,C
14506032001,1,1,C
12003145001,1,1,C
12003142001,1,1,C
12003138001,1,1,C
12003137001,1,3,C
14506122001,1,4,C
12016035001,1,3,C
14506206001,1,1,C
12020471001,1,1,C
