item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,mean_daily_demand,cv,box_length,box_width,box_height,box_volume,box_weight,item_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
806,14600898001,B,39,11,2.4762,0.695,37.0,21.0,12.0,9324.0,5.73,0.478,12,777.0,PCS,"[1, 2, 3, 4]",0.5,0.4
807,14833072001,B,39,35,4.0952,1.9503,37.0,20.0,17.0,12580.0,2.448,0.306,8,1572.5,PCS,"[1, 2, 3, 4, 26]",0.5,0.4
808,14833035001,B,39,69,7.8571,1.1611,31.0,24.0,10.0,7440.0,4.67,0.195,24,310.0,PCS,"[3, 6, 9, 12]",0.5,0.4
809,14000119001,B,39,18,2.3333,0.8713,40.0,30.0,26.0,31200.0,1.69,0.141,12,2600.0,PCS,"[1, 2, 3]",0.5,0.4
810,14501899001,B,39,44,7.4286,1.1817,34.0,32.0,13.0,14144.0,2.92,0.243,12,1178.7,PCS,"[3, 6]",0.5,0.4
811,12011277001,B,39,22,4.2381,0.9435,47.0,23.0,28.0,30268.0,13.83,1.152,12,2522.3,PCS,"[1, 2, 4, 10]",0.5,0.4
812,10041135001,B,39,77,13.3333,1.1437,40.0,25.0,24.0,24000.0,12.93,0.539,24,1000.0,PCS,"[4, 8, 20, 24]",0.5,0.4
813,11022014001,B,39,28,3.4762,1.0073,36.0,21.0,17.0,12852.0,5.79,0.482,12,1071.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
814,14022033001,B,39,9,2.0476,0.6076,31.0,49.0,32.0,48608.0,2.65,0.442,6,8101.3,PCS,"[1, 2]",0.5,0.4
815,14121101001,B,39,11,2.0,1.0124,41.0,26.0,16.0,17056.0,2.68,0.112,24,710.7,PCS,"[1, 2]",0.5,0.4
816,12122050001,B,39,23,4.6667,0.8607,12.0,9.0,12.0,1231.0,0.2,0.2,1,1231.22,PCS,"[1, 2, 3, 4]",0.5,0.4
817,14510159001,B,39,12,2.8095,0.6811,35.0,24.0,5.0,4288.0,2.5,2.5,1,4287.5,PCS,"[1, 2, 3, 5]",0.5,0.4
818,14244027001,B,39,17,3.381,0.8798,33.0,25.0,13.0,10725.0,1.96,0.163,12,893.8,PCS,"[1, 2, 3, 4, 5, 10]",0.5,0.4
819,10052035001,B,39,18,4.1905,0.6386,30.0,24.0,29.0,20880.0,12.55,1.046,12,1740.0,PCS,"[1, 2, 4, 6]",0.5,0.4
820,12011114001,B,39,28,4.9048,1.0729,39.0,26.0,26.0,26364.0,9.2,0.767,12,2197.0,PCS,"[1, 2, 3, 4, 5, 8, 12]",0.5,0.4
821,12123076001,B,39,50,6.619,0.9096,39.0,30.0,41.0,47970.0,3.44,0.143,24,1998.8,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12]",0.5,0.4
822,14521178001,B,39,12,2.6667,0.6948,48.0,27.0,20.0,25920.0,5.13,0.085,60,432.0,PCS,"[1, 2]",0.5,0.4
823,14110003001,B,39,16,2.9048,1.009,46.0,25.0,23.0,26450.0,3.99,0.249,16,1653.1,PCS,"[1, 2, 4, 6]",0.5,0.4
824,11074003001,B,39,22,4.619,0.8172,36.0,21.0,25.0,18900.0,2.02,0.084,24,787.5,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
825,14133028001,B,39,23,4.0476,1.0754,48.0,25.0,25.0,30000.0,3.31,0.276,12,2500.0,PCS,"[1, 2, 3, 4, 5, 6, 10]",0.5,0.4
826,10033017001,B,39,147,18.4286,0.9998,35.0,26.0,31.0,28210.0,16.03,1.336,12,2350.8,PCS,"[1, 2, 3, 4, 5, 6, 12, 21, 24]",0.5,0.4
827,14242037001,B,38,18,3.1905,1.0472,42.0,31.0,18.0,23436.0,4.8,0.48,10,2343.6,PCS,"[1, 2, 3, 4, 5, 10]",0.5,0.4
828,12201051001,B,38,132,29.0476,0.7691,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[10, 20]",0.5,0.4
829,14603004001,B,38,23,2.8571,1.0221,44.0,32.0,28.0,39424.0,17.602,0.293,60,657.1,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
830,14506089001,B,38,143,8.5714,1.9144,33.0,32.0,28.0,29568.0,4.3,0.134,32,924.0,PCS,"[4, 8]",0.5,0.4
831,12201124001,B,38,115,25.7143,0.7437,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[10, 20]",0.5,0.4
832,14811008001,B,38,29,6.381,0.7524,32.0,25.0,25.0,20000.0,11.7,0.488,24,833.3,PCS,"[2, 4, 6, 8]",0.5,0.4
833,14613908001,B,38,13,2.7143,0.8413,38.0,26.0,31.0,30628.0,15.28,2.547,6,5104.7,PCS,"[1, 2, 3, 6, 11, 12]",0.5,0.4
834,14521181001,B,38,12,2.4286,0.7766,48.0,27.0,20.0,25920.0,4.91,0.082,60,432.0,PCS,"[1, 2]",0.5,0.4
835,14243129001,B,38,59,4.4762,1.3909,52.0,36.0,26.0,48672.0,4.38,0.365,12,4056.0,PCS,"[1, 2, 3, 4, 6, 8]",0.5,0.4
836,12102086001,B,38,11,2.1429,0.8889,45.0,35.0,22.0,34650.0,10.93,0.455,24,1443.8,PCS,"[1, 2, 5]",0.5,0.4
837,14506352001,B,38,109,7.3333,1.6484,39.0,23.0,12.0,10764.0,6.328,0.316,20,538.2,PCS,"[1, 2, 3, 4, 6, 8, 9, 12, 16]",0.5,0.4
838,11010007001,B,38,70,5.0952,1.4764,36.0,27.0,31.0,30132.0,13.73,2.288,6,5022.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
839,15021005001,B,38,102,20.0,0.9407,36.0,24.0,13.0,11232.0,6.31,0.263,24,468.0,PCS,"[6, 12, 18, 24]",0.5,0.4
840,14104114001,B,38,17,2.9524,1.141,45.0,27.0,29.0,35235.0,3.14,0.065,48,734.1,PCS,"[1, 2, 4, 10]",0.5,0.4
841,14244898001,B,38,51,9.7619,0.9782,31.0,25.0,36.0,27900.0,3.29,0.055,60,465.0,PCS,"[5, 10]",0.5,0.4
842,14023035001,B,38,15,2.9048,0.8905,51.0,28.0,25.0,35700.0,2.722,0.227,12,2975.0,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
843,14603005001,B,37,18,2.7143,1.3033,42.0,31.0,26.0,33852.0,15.1,0.252,60,564.2,PCS,"[1, 2, 12]",0.5,0.4
844,14022093001,B,37,16,2.9524,1.0075,39.0,28.0,21.0,22932.0,1.5,0.125,12,1911.0,PCS,"[1, 2, 3, 4]",0.5,0.4
845,14001062001,B,37,32,5.0,1.2869,38.0,23.0,23.0,20102.0,2.69,0.224,12,1675.2,PCS,"[1, 2, 3, 4, 5, 6, 11]",0.5,0.4
846,14121075001,B,37,13,2.381,1.0069,33.0,19.0,27.0,16929.0,3.85,0.321,12,1410.8,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
847,14506286001,B,37,11,2.0476,0.9068,40.0,33.0,28.0,36960.0,5.8,0.725,8,4620.0,PCS,"[1, 2]",0.5,0.4
848,14204036001,B,37,76,9.5714,0.9843,49.0,29.0,19.0,26999.0,0.93,0.026,36,750.0,PCS,"[3, 6, 9, 12, 18, 21]",0.5,0.4
849,14121053001,B,37,19,3.0476,1.2166,34.0,26.0,24.0,21216.0,2.57,0.257,10,2121.6,PCS,"[1, 2, 3, 4, 5, 7, 8]",0.5,0.4
850,14204162001,B,37,87,5.6667,1.6994,54.0,27.0,15.0,21870.0,1.3,0.081,16,1366.9,PCS,"[1, 2, 3, 4, 6, 10]",0.5,0.4
851,14011041001,B,37,22,3.381,1.2807,45.0,28.0,23.0,28980.0,1.2,0.12,10,2898.0,PCS,"[1, 2, 3, 9, 12]",0.5,0.4
852,31424002001,B,37,29,3.381,1.0967,48.0,30.0,33.0,47520.0,20.09,0.335,60,792.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
853,11050033001,B,37,27,2.381,1.1071,35.0,23.0,32.0,25760.0,12.22,3.055,4,6440.0,PCS,"[1, 2, 3, 4]",0.5,0.4
854,14020960001,B,37,13,2.1905,1.0669,49.0,30.0,37.0,54390.0,2.4,0.4,6,9065.0,PCS,"[1, 2, 3]",0.5,0.4
855,11010042001,B,37,19,3.0476,1.2298,37.0,25.0,32.0,29600.0,17.21,4.302,4,7400.0,PCS,"[1, 2, 4, 6]",0.5,0.4
856,14804016001,B,37,102,18.0,1.1106,41.0,27.0,12.0,13284.0,9.8,0.408,24,553.5,PCS,"[6, 12, 18, 24, 36]",0.5,0.4
857,14013001001,B,37,12,2.4286,0.8693,52.0,29.0,30.0,45240.0,2.0,0.167,12,3770.0,PCS,"[1, 2, 5]",0.5,0.4
858,14105026001,B,37,32,2.1905,1.6116,36.0,34.0,18.0,22032.0,2.71,0.301,9,2448.0,PCS,"[1, 2, 3, 4]",0.5,0.4
859,41522003001,B,37,14,1.0,1.4832,47.0,25.0,46.0,54050.0,4.4,4.4,1,54050.0,PCS,"[1, 2, 3]",0.5,0.4
860,10100132001,B,37,122,16.0,0.9287,40.0,28.0,12.0,13440.0,8.55,0.356,24,560.0,PCS,"[6, 12, 24]",0.5,0.4
861,14506164001,B,37,9,2.0476,0.6269,53.0,37.0,30.0,58830.0,16.35,1.362,12,4902.5,PCS,"[1, 2]",0.5,0.4
862,14506109001,B,37,21,2.4762,1.0424,54.0,36.0,29.0,56376.0,16.16,1.347,12,4698.0,PCS,"[1, 2]",0.5,0.4
863,12212900001,B,37,68,13.0952,0.962,39.0,30.0,21.0,24570.0,7.26,0.06,120,204.8,PCS,"[5, 10]",0.5,0.4
864,12221008001,B,37,169,21.9048,0.9535,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[7, 15, 18, 20, 40]",0.5,0.4
865,11050060001,B,37,14,2.1905,1.3201,40.0,28.0,33.0,36960.0,17.46,4.365,4,9240.0,PCS,"[1, 2, 3, 4, 5, 8]",0.5,0.4
866,14102087001,B,37,10,2.0,0.8515,53.0,22.0,28.0,32648.0,4.478,0.373,12,2720.7,PCS,"[1, 2, 3]",0.5,0.4
867,14000100001,B,37,16,2.6667,1.1082,39.0,39.0,25.0,38025.0,1.2,0.1,12,3168.8,PCS,"[1, 2, 3, 4]",0.5,0.4
868,14200011001,B,37,41,3.2857,1.2846,40.0,27.0,13.0,14040.0,3.77,0.377,10,1404.0,PCS,"[1, 2, 3, 4, 5, 12]",0.5,0.4
869,14805010001,B,37,74,14.2857,0.9621,41.0,28.0,12.0,13776.0,9.63,0.401,24,574.0,PCS,"[6, 12, 24]",0.5,0.4
870,14001010001,B,37,41,6.5238,1.294,61.0,23.0,24.0,33672.0,3.21,0.178,18,1870.7,PCS,"[1, 2, 3, 4, 6, 10, 11, 12]",0.5,0.4
871,14615108001,B,37,25,3.5238,1.5456,25.0,19.0,26.0,12350.0,6.81,0.568,12,1029.2,PCS,"[1, 2, 3, 4, 6, 9, 12]",0.5,0.4
872,10034033001,B,37,103,21.9048,0.8077,42.0,28.0,24.0,28224.0,14.5,0.604,24,1176.0,PCS,"[4, 8, 24, 48]",0.5,0.4
873,11022007001,B,37,16,2.8095,1.1178,37.0,32.0,25.0,29600.0,13.7,1.142,12,2466.7,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
874,14010219001,B,36,42,3.2381,1.3422,44.0,26.0,23.0,26312.0,1.5,0.15,10,2631.2,PCS,"[1, 2, 3, 5, 6, 9]",0.5,0.4
875,33551902001,B,36,99,7.7143,1.3391,29.0,22.0,23.0,14674.0,4.15,1.383,3,4891.3,PCS,"[3, 6]",0.5,0.4
876,14833066001,B,36,188,11.8571,1.7899,36.0,27.0,10.0,9720.0,5.03,0.21,24,405.0,PCS,"[3, 6, 9, 12, 75]",0.5,0.4
877,14210120001,B,36,21,3.7143,1.1073,34.0,26.0,19.0,16796.0,2.5,0.125,20,839.8,PCS,"[2, 4]",0.5,0.4
878,14121064001,B,36,16,2.8095,1.1178,39.0,31.0,22.0,26598.0,2.806,0.234,12,2216.5,PCS,"[1, 2, 3, 4]",0.5,0.4
879,14121105001,B,36,9,2.0,0.6892,38.0,24.0,24.0,21888.0,4.76,0.397,12,1824.0,PCS,"[1, 2, 3]",0.5,0.4
880,14621005001,B,36,33,3.7143,1.1585,27.0,21.0,30.0,17010.0,9.55,0.796,12,1417.5,PCS,"[2, 4, 6]",0.5,0.4
881,14203004001,B,36,10,1.9524,0.849,53.0,35.0,20.0,37100.0,5.25,0.262,20,1855.0,PCS,"[1, 2]",0.5,0.4
882,14503004001,B,36,45,10.0,0.7583,40.0,32.0,14.0,17920.0,2.8,0.14,20,896.0,PCS,"[5, 10]",0.5,0.4
883,14242155001,B,36,16,2.9524,0.996,31.0,24.0,17.0,12648.0,2.26,0.226,10,1264.8,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
884,12020473001,B,36,9,2.0476,0.6816,21.0,16.0,19.0,6384.0,1.6,0.133,12,532.0,PCS,"[1, 2]",0.5,0.4
885,14020030001,B,36,16,2.9048,1.0031,57.0,32.0,31.0,56544.0,2.65,0.221,12,4712.0,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
886,14014026001,B,36,51,3.4286,1.6176,48.0,31.0,39.0,58032.0,2.26,0.188,12,4836.0,PCS,"[1, 2, 3, 4, 6, 7, 8]",0.5,0.4
887,14010293001,B,36,12,2.1905,1.0169,38.0,29.0,19.0,20938.0,0.94,0.078,12,1744.8,PCS,"[1, 2, 6]",0.5,0.4
888,12210005001,B,36,78,9.2857,1.0808,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[5, 10, 45, 50, 60, 100, 105]",0.5,0.4
889,12106028001,B,36,18,3.1429,1.1172,50.0,9.0,21.0,9450.0,10.0,0.417,24,393.8,PCS,"[1, 2, 3, 4, 6, 8]",0.5,0.4
890,31500014001,B,36,44,5.0476,1.125,58.0,24.0,12.0,16704.0,8.1,0.54,15,1113.6,PCS,"[2, 4, 6]",0.5,0.4
891,14340006001,B,36,12,2.2857,0.9087,24.0,31.0,14.0,10416.0,8.18,0.682,12,868.0,PCS,"[1, 2, 4]",0.5,0.4
892,14820029001,B,36,16,3.1429,0.8555,31.0,23.0,14.0,9982.0,7.65,0.638,12,831.8,PCS,"[1, 2, 3, 4]",0.5,0.4
893,11111013001,B,36,14,2.6667,0.9057,41.0,37.0,27.0,40959.0,13.63,1.136,12,3413.3,PCS,"[1, 2, 3]",0.5,0.4
894,12010041001,B,36,18,3.2857,1.0549,33.0,18.0,17.0,10098.0,6.99,0.291,24,420.8,PCS,"[1, 2, 3, 4, 5, 9]",0.5,0.4
895,11110006001,B,36,41,5.2381,0.962,42.0,30.0,32.0,40320.0,12.57,2.095,6,6720.0,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
896,14102010001,B,36,17,2.9524,1.079,38.0,34.0,23.0,29716.0,5.48,0.457,12,2476.3,PCS,"[1, 2, 3, 4, 6, 12]",0.5,0.4
897,11050011001,B,36,49,7.0476,1.4817,30.0,23.0,28.0,19320.0,11.22,0.935,12,1610.0,PCS,"[1, 2, 3, 4, 5, 6, 19]",0.5,0.4
898,14111006001,B,36,12,2.2381,0.9362,38.0,28.0,26.0,27664.0,3.92,0.327,12,2305.3,PCS,"[1, 2, 3]",0.5,0.4
899,11111025001,B,36,18,3.4762,0.9481,37.0,25.0,31.0,28675.0,13.1,2.183,6,4779.2,PCS,"[1, 2, 3]",0.5,0.4
900,14361036001,B,35,46,3.4762,1.3904,48.0,34.0,27.0,44064.0,5.32,0.443,12,3672.0,PCS,"[1, 2, 5, 9, 12]",0.5,0.4
901,14132075001,B,35,8,1.7143,0.7857,47.0,31.0,19.0,27683.0,4.59,0.765,6,4613.8,PCS,"[1, 2]",0.5,0.4
902,14841002001,B,35,61,7.8571,0.9467,31.0,24.0,11.0,8184.0,5.71,0.238,24,341.0,PCS,"[3, 6, 9, 12]",0.5,0.4
903,14600025001,B,35,13,2.2381,1.1027,37.0,19.0,21.0,14763.0,8.57,0.357,24,615.1,PCS,"[1, 2, 3, 4]",0.5,0.4
904,11103114001,B,35,23,4.0476,1.0583,34.0,26.0,30.0,26520.0,12.92,2.153,6,4420.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
905,14242056001,B,35,14,2.4762,1.1105,40.0,30.0,19.0,22800.0,2.97,0.297,10,2280.0,PCS,"[1, 2, 5, 6]",0.5,0.4
906,14001076001,B,35,60,4.6667,1.9876,50.0,27.0,28.0,37800.0,4.42,0.368,12,3150.0,PCS,"[1, 2, 3, 4, 6, 12]",0.5,0.4
907,14615041001,B,35,22,4.0476,0.9835,39.0,12.0,24.0,11232.0,6.628,0.663,10,1123.2,PCS,"[1, 2, 3, 4, 6, 10, 12]",0.5,0.4
908,14601001001,B,35,51,6.4762,1.759,44.0,34.0,15.0,22440.0,13.42,0.559,24,935.0,PCS,"[1, 2, 3, 5, 6, 9, 15, 24]",0.5,0.4
909,12010023002,B,35,65,13.4286,0.8466,27.0,22.0,31.0,18414.0,10.17,0.141,72,255.8,PCS,"[6, 12, 42]",0.5,0.4
910,11111050001,B,35,43,3.0476,1.4874,41.0,22.0,35.0,31570.0,18.07,6.023,3,10523.3,PCS,"[1, 2, 3]",0.5,0.4
911,14613007001,B,35,71,5.0476,1.5211,35.0,24.0,30.0,25200.0,12.04,2.007,6,4200.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 12]",0.5,0.4
912,12020243001,B,35,34,2.9048,1.1203,27.0,18.0,19.0,9234.0,1.67,0.139,12,769.5,PCS,"[1, 2, 5, 10]",0.5,0.4
913,14243166001,B,35,14,2.619,0.9918,54.0,37.0,18.0,35964.0,11.06,0.461,24,1498.5,PCS,"[1, 2, 4, 5]",0.5,0.4
914,11040030001,B,35,35,5.6667,1.247,34.0,26.0,29.0,25636.0,13.46,1.122,12,2136.3,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
915,14120002001,B,35,8,1.7619,0.7595,39.0,27.0,24.0,25272.0,4.9,0.306,16,1579.5,PCS,"[1, 2]",0.5,0.4
916,14104148001,B,35,15,2.8095,1.0043,38.0,32.0,22.0,26752.0,1.862,0.093,20,1337.6,PCS,"[1, 2, 3, 4, 10]",0.5,0.4
917,10020024001,B,35,107,22.5714,0.8318,33.0,22.0,13.0,9438.0,6.5,0.271,24,393.3,PCS,"[6, 12, 18, 24, 36, 48]",0.5,0.4
918,10010019001,B,35,209,23.4286,1.1955,32.0,17.0,14.0,7616.0,5.1,0.283,18,423.1,PCS,"[6, 12, 18, 36]",0.5,0.4
919,14620110001,B,35,15,2.7619,0.9365,24.0,19.0,26.0,11856.0,9.08,0.757,12,988.0,PCS,"[1, 2, 3, 6]",0.5,0.4
920,14512007001,B,35,16,2.0476,0.9327,47.0,31.0,25.0,36425.0,11.5,1.917,6,6070.8,PCS,"[1, 2]",0.5,0.4
921,14204044001,B,35,17,3.0,1.0274,37.0,27.0,21.0,20979.0,1.92,0.096,20,1049.0,PCS,"[1, 2, 3, 10]",0.5,0.4
922,14000066001,B,35,25,1.9524,1.3106,68.0,28.0,26.0,49504.0,3.31,0.414,8,6188.0,PCS,"[1, 2, 3]",0.5,0.4
923,11101029001,B,35,29,4.9048,1.155,36.0,25.0,23.0,20700.0,10.45,1.742,6,3450.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
924,10014898001,B,35,155,17.1429,1.2172,40.0,27.0,22.0,23760.0,11.87,0.495,24,990.0,PCS,"[4, 8, 12, 16, 24]",0.5,0.4
925,14833042001,B,35,111,9.7143,1.1244,31.0,24.0,16.0,11904.0,7.5,0.156,48,248.0,PCS,"[4, 8, 12, 16]",0.5,0.4
926,12212015001,B,35,34,2.9048,1.1619,39.0,18.0,19.0,13338.0,4.85,0.404,12,1111.5,PCS,"[1, 2, 6]",0.5,0.4
927,14001039001,B,35,28,3.0,1.2472,33.0,24.0,32.0,25344.0,4.97,0.414,12,2112.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
928,14011023001,B,35,16,2.5238,1.2252,44.0,26.0,27.0,30888.0,1.56,0.13,12,2574.0,PCS,"[1, 2, 3, 4, 8]",0.5,0.4
929,14223032001,B,35,16,2.619,1.186,38.0,25.0,22.0,20900.0,2.43,0.101,24,870.8,PCS,"[1, 2, 3, 8]",0.5,0.4
930,10020042001,B,34,321,25.3333,1.3147,41.0,27.0,23.0,25461.0,16.102,0.671,24,1060.9,PCS,"[4, 8, 12, 16, 20, 24, 48]",0.5,0.4
931,14521166001,B,34,14,2.4762,1.1105,36.0,31.0,15.0,16740.0,2.65,0.11,24,697.5,PCS,"[1, 2, 4, 5]",0.5,0.4
932,10020034001,B,34,121,21.7143,1.0754,35.0,20.0,14.0,9800.0,8.73,0.364,24,408.3,PCS,"[6, 12, 24, 48]",0.5,0.4
933,14801003001,B,34,19,4.0,0.7624,35.0,27.0,12.0,11340.0,8.29,0.691,12,945.0,PCS,"[1, 2, 3, 4]",0.5,0.4
934,11021041001,B,34,45,3.9524,1.1042,28.0,26.0,27.0,19656.0,7.98,0.665,12,1638.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
935,10034046001,B,34,142,10.0476,1.5255,37.0,21.0,31.0,24087.0,17.65,2.206,8,3010.9,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 16]",0.5,0.4
936,10010043001,B,34,106,19.4286,1.0468,28.0,16.0,9.0,4032.0,3.42,0.142,24,168.0,PCS,"[6, 12, 24]",0.5,0.4
937,12120053001,B,34,109,9.0476,1.208,44.0,29.0,24.0,30624.0,3.46,0.096,36,850.7,PCS,"[2, 4, 6, 8, 20, 22, 24]",0.5,0.4
938,14001035001,B,34,58,4.381,1.3724,37.0,23.0,23.0,19573.0,2.5,0.208,12,1631.1,PCS,"[1, 2, 4, 5, 6, 9, 12]",0.5,0.4
939,14112053001,B,34,10,1.8571,0.8895,58.0,27.0,23.0,36018.0,3.08,0.308,10,3601.8,PCS,"[1, 2]",0.5,0.4
940,11032037001,B,34,33,6.3333,0.9531,53.0,39.0,21.0,43407.0,15.31,0.638,24,1808.6,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
941,14621045001,B,34,21,3.381,1.214,32.0,25.0,26.0,20800.0,10.66,0.888,12,1733.3,PCS,"[1, 2, 3, 6, 8, 12]",0.5,0.4
942,14103106001,B,34,14,1.619,1.0604,59.0,39.0,17.0,39117.0,3.6,0.6,6,6519.5,PCS,[1],0.5,0.4
943,14104060001,B,34,11,2.1905,0.8971,40.0,26.0,25.0,26000.0,2.13,0.178,12,2166.7,PCS,"[1, 2, 4, 5]",0.5,0.4
944,12010020001,B,34,28,3.9524,1.4742,35.0,35.0,19.0,23275.0,14.598,1.217,12,1939.6,PCS,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.5,0.4
945,12122013001,B,34,192,14.8571,1.3546,10.0,7.0,9.0,633.0,0.2,0.2,1,632.52,PCS,"[4, 8, 12, 16, 20, 24, 44]",0.5,0.4
946,14506174001,B,34,127,10.7143,1.1832,34.0,32.0,27.0,29376.0,5.11,0.128,40,734.4,PCS,"[5, 10]",0.5,0.4
947,11032218001,B,34,29,3.619,0.9788,45.0,34.0,22.0,33660.0,13.77,1.148,12,2805.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
948,14508017001,B,34,66,4.0476,1.8446,33.0,32.0,24.0,25344.0,2.9,0.242,12,2112.0,PCS,"[1, 2, 3, 4, 5, 6, 12]",0.5,0.4
949,14202017001,B,34,15,3.0952,0.8294,37.0,27.0,21.0,20979.0,7.67,0.32,24,874.1,PCS,"[1, 2, 3, 4, 6, 8]",0.5,0.4
950,14021036001,B,33,12,2.1905,0.9535,57.0,32.0,31.0,56544.0,2.71,0.226,12,4712.0,PCS,"[1, 2, 4]",0.5,0.4
951,14241031001,B,33,34,2.4762,1.437,41.0,25.0,19.0,19475.0,3.41,0.17,20,973.8,PCS,"[1, 2, 3, 5, 8]",0.5,0.4
952,14021091001,B,33,9,1.6667,0.955,20.0,4.0,26.0,2293.0,0.15,0.15,1,2293.2,PCS,"[1, 2]",0.5,0.4
953,31420009001,B,33,28,3.5238,0.9481,51.0,32.0,34.0,55488.0,18.0,0.3,60,924.8,PCS,"[2, 4, 6]",0.5,0.4
954,11072001001,B,33,72,5.9524,1.2225,51.0,39.0,15.0,29835.0,10.45,0.871,12,2486.3,PCS,"[1, 2, 3, 4, 8, 10, 12]",0.5,0.4
955,14601047001,B,33,12,2.3333,0.8713,42.0,25.0,20.0,21000.0,7.17,0.598,12,1750.0,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
956,12000059001,B,33,35,5.6667,1.2319,32.0,32.0,27.0,27648.0,13.362,2.227,6,4608.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 12]",0.5,0.4
957,12104003001,B,33,188,20.381,2.1916,34.0,22.0,26.0,19448.0,1.56,0.016,96,202.6,PCS,"[4, 8, 20, 32, 44, 48, 92]",0.5,0.4
958,14000055001,B,33,35,2.6667,1.3744,38.0,28.0,35.0,37240.0,3.2,0.267,12,3103.3,PCS,"[1, 2, 3, 4]",0.5,0.4
959,14810002001,B,33,43,8.1429,0.9896,35.0,26.0,18.0,16380.0,10.55,0.44,24,682.5,PCS,"[3, 6, 9, 12]",0.5,0.4
960,12212910001,B,33,95,7.9048,1.2041,16.0,11.0,6.0,968.0,0.2,0.2,1,968.0,PCS,"[2, 4, 8, 10, 12]",0.5,0.4
961,14830007001,B,33,53,8.8571,1.1998,35.0,26.0,10.0,9100.0,5.87,0.245,24,379.2,PCS,"[3, 6, 9, 12, 48]",0.5,0.4
962,14202009001,B,33,14,2.3333,1.1918,42.0,29.0,29.0,35322.0,4.54,0.227,20,1766.1,PCS,"[1, 2, 3, 12]",0.5,0.4
963,14800004001,B,33,15,2.5714,1.1309,42.0,31.0,12.0,15624.0,11.6,0.967,12,1302.0,PCS,"[1, 2, 3, 4]",0.5,0.4
964,14001086001,B,33,26,2.1429,1.174,42.0,32.0,30.0,40320.0,3.18,0.265,12,3360.0,PCS,"[1, 2, 3, 5]",0.5,0.4
965,14241030001,B,33,13,2.4286,1.005,35.0,29.0,13.0,13195.0,1.4,0.14,10,1319.5,PCS,"[1, 2, 3, 5]",0.5,0.4
966,12121005001,B,33,31,6.8571,0.7596,9.0,9.0,9.0,658.0,0.2,0.2,1,658.24,PCS,"[3, 6, 12]",0.5,0.4
967,10033073001,B,33,101,11.0,1.2372,37.0,28.0,31.0,32116.0,16.57,1.381,12,2676.3,PCS,"[1, 2, 6, 12, 24]",0.5,0.4
968,14506096001,B,33,17,2.0,1.084,39.0,27.0,23.0,24219.0,12.69,1.269,10,2421.9,PCS,"[1, 2]",0.5,0.4
969,14202041001,B,33,31,2.1905,1.5046,39.0,29.0,16.0,18096.0,2.04,0.17,12,1508.0,PCS,"[1, 2, 9]",0.5,0.4
970,10023106001,B,33,19,3.619,0.9511,35.0,24.0,22.0,18480.0,3.73,0.932,4,4620.0,PCS,"[1, 2, 4, 6]",0.5,0.4
971,12100011001,B,33,38,4.6667,0.999,45.0,21.0,24.0,22680.0,9.37,0.195,48,472.5,PCS,"[2, 4, 6, 16]",0.5,0.4
972,14000117001,B,33,28,2.2381,1.2471,39.0,36.0,25.0,35100.0,1.7,0.142,12,2925.0,PCS,"[1, 2, 3, 4]",0.5,0.4
973,14010186001,B,33,18,3.2857,0.9869,55.0,37.0,24.0,48840.0,2.22,0.139,16,3052.5,PCS,"[1, 2, 3]",0.5,0.4
974,14002027001,B,33,13,1.7143,0.8874,39.0,30.0,20.0,23400.0,5.5,0.458,12,1950.0,PCS,"[1, 2, 3]",0.5,0.4
